Northing,Easting,value
5081550,685550,0
5081550,685750,0
5081550,685950,0
5081550,686150,0
5081550,686350,0
5081550,686550,0
5081550,686750,0
5081550,686950,0
5081550,687150,0
5081550,687350,0
5081550,687550,0
5081550,687750,0
5081550,687950,0
5081550,688150,0
5081550,688350,0
5081550,688550,0
5081550,688750,0
5081550,688950,0
5081550,689150,0
5081550,689350,0
5081550,689550,0
5081550,689750,0
5081550,689950,0
5081750,671350,0
5081750,671550,0
5081750,671750,0
5081750,671950,0
5081750,672150,0
5081750,672350,0
5081750,672550,0
5081750,672750,0
5081750,672950,0
5081750,673150,0
5081750,673350,0
5081750,673550,0
5081750,673750,0
5081750,673950,0
5081750,674150,0
5081750,674350,0
5081750,674550,0
5081750,674750,0
5081750,674950,0
5081750,675150,0
5081750,675350,0
5081750,675550,0
5081750,675750,0
5081750,675950,0
5081750,676150,0
5081750,676350,0
5081750,676550,0
5081750,676750,0
5081750,676950,0
5081750,677150,0
5081750,677350,0
5081750,677550,0
5081750,677750,0
5081750,677950,1
5081750,678150,0
5081750,678350,0
5081750,678550,0
5081750,678750,0
5081750,678950,0
5081750,679150,0
5081750,679350,0
5081750,679550,0
5081750,679750,0
5081750,679950,0
5081750,680150,0
5081750,680350,0
5081750,680550,0
5081750,680750,0
5081750,680950,0
5081750,681150,0
5081750,681350,0
5081750,681550,0
5081750,681750,0
5081750,681950,0
5081750,682150,0
5081750,682350,0
5081750,682550,0
5081750,682750,0
5081750,682950,0
5081750,683150,0
5081750,683350,0
5081750,683550,0
5081750,683750,0
5081750,683950,0
5081750,684150,0
5081750,684350,0
5081750,684550,0
5081750,684750,0
5081750,684950,0
5081750,685150,0
5081750,685350,0
5081750,685550,0
5081750,685750,0
5081750,685950,0
5081750,686150,0
5081750,686350,0
5081750,686550,0
5081750,686750,0
5081750,686950,0
5081750,687150,0
5081750,687350,0
5081750,687550,0
5081750,687750,0
5081750,687950,0
5081750,688150,0
5081750,688350,0
5081750,688550,0
5081750,688750,0
5081750,688950,0
5081750,689150,0
5081750,689350,0
5081750,689550,0
5081750,689750,0
5081750,689950,0
5081950,671350,0
5081950,671550,0
5081950,671750,0
5081950,671950,0
5081950,672150,0
5081950,672350,0
5081950,672550,0
5081950,672750,0
5081950,672950,0
5081950,673150,0
5081950,673350,0
5081950,673550,0
5081950,673750,0
5081950,673950,0
5081950,674150,0
5081950,674350,0
5081950,674550,0
5081950,674750,0
5081950,674950,0
5081950,675150,0
5081950,675350,0
5081950,675550,0
5081950,675750,0
5081950,675950,0
5081950,676150,0
5081950,676350,0
5081950,676550,0
5081950,676750,0
5081950,676950,0
5081950,677150,0
5081950,677350,0
5081950,677550,0
5081950,677750,0
5081950,677950,0
5081950,678150,0
5081950,678350,0
5081950,678550,0
5081950,678750,0
5081950,678950,0
5081950,679150,0
5081950,679350,0
5081950,679550,0
5081950,679750,0
5081950,679950,0
5081950,680150,0
5081950,680350,0
5081950,680550,0
5081950,680750,0
5081950,680950,0
5081950,681150,0
5081950,681350,0
5081950,681550,0
5081950,681750,0
5081950,681950,0
5081950,682150,0
5081950,682350,0
5081950,682550,0
5081950,682750,0
5081950,682950,0
5081950,683150,0
5081950,683350,0
5081950,683550,0
5081950,683750,0
5081950,683950,0
5081950,684150,0
5081950,684350,0
5081950,684550,0
5081950,684750,0
5081950,684950,0
5081950,685150,0
5081950,685350,0
5081950,685550,0
5081950,685750,0
5081950,685950,0
5081950,686150,0
5081950,686350,0
5081950,686550,0
5081950,686750,0
5081950,686950,0
5081950,687150,0
5081950,687350,0
5081950,687550,0
5081950,687750,0
5081950,687950,0
5081950,688150,0
5081950,688350,0
5081950,688550,0
5081950,688750,0
5081950,688950,0
5081950,689150,0
5081950,689350,0
5081950,689550,0
5081950,689750,0
5081950,689950,0
5082150,671350,0
5082150,671550,0
5082150,671750,0
5082150,671950,0
5082150,672150,0
5082150,672350,0
5082150,672550,0
5082150,672750,0
5082150,672950,0
5082150,673150,0
5082150,673350,0
5082150,673550,0
5082150,673750,0
5082150,673950,0
5082150,674150,0
5082150,674350,0
5082150,674550,0
5082150,674750,0
5082150,674950,0
5082150,675150,0
5082150,675350,0
5082150,675550,0
5082150,675750,0
5082150,675950,0
5082150,676150,0
5082150,676350,0
5082150,676550,0
5082150,676750,0
5082150,676950,0
5082150,677150,0
5082150,677350,0
5082150,677550,0
5082150,677750,0
5082150,677950,0
5082150,678150,0
5082150,678350,0
5082150,678550,0
5082150,678750,0
5082150,678950,0
5082150,679150,0
5082150,679350,0
5082150,679550,0
5082150,679750,0
5082150,679950,0
5082150,680150,0
5082150,680350,0
5082150,680550,0
5082150,680750,0
5082150,680950,0
5082150,681150,0
5082150,681350,0
5082150,681550,0
5082150,681750,0
5082150,681950,0
5082150,682150,0
5082150,682350,0
5082150,682550,0
5082150,682750,0
5082150,682950,0
5082150,683150,0
5082150,683350,0
5082150,683550,0
5082150,683750,0
5082150,683950,0
5082150,684150,0
5082150,684350,0
5082150,684550,0
5082150,684750,0
5082150,684950,0
5082150,685150,0
5082150,685350,0
5082150,685550,0
5082150,685750,0
5082150,685950,0
5082150,686150,0
5082150,686350,0
5082150,686550,0
5082150,686750,0
5082150,686950,0
5082150,687150,0
5082150,687350,0
5082150,687550,0
5082150,687750,0
5082150,687950,0
5082150,688150,0
5082150,688350,0
5082150,688550,0
5082150,688750,0
5082150,688950,0
5082150,689150,0
5082150,689350,0
5082150,689550,0
5082150,689750,0
5082150,689950,0
5082350,671350,0
5082350,671550,0
5082350,671750,0
5082350,671950,0
5082350,672150,0
5082350,672350,0
5082350,672550,0
5082350,672750,0
5082350,672950,0
5082350,673150,0
5082350,673350,0
5082350,673550,0
5082350,673750,0
5082350,673950,0
5082350,674150,0
5082350,674350,0
5082350,674550,0
5082350,674750,0
5082350,674950,0
5082350,675150,0
5082350,675350,0
5082350,675550,0
5082350,675750,0
5082350,675950,0
5082350,676150,0
5082350,676350,0
5082350,676550,0
5082350,676750,0
5082350,676950,0
5082350,677150,0
5082350,677350,0
5082350,677550,0
5082350,677750,0
5082350,677950,0
5082350,678150,0
5082350,678350,0
5082350,678550,0
5082350,678750,0
5082350,678950,0
5082350,679150,0
5082350,679350,0
5082350,679550,0
5082350,679750,0
5082350,679950,0
5082350,680150,0
5082350,680350,0
5082350,680550,0
5082350,680750,0
5082350,680950,0
5082350,681150,0
5082350,681350,0
5082350,681550,0
5082350,681750,0
5082350,681950,0
5082350,682150,0
5082350,682350,0
5082350,682550,0
5082350,682750,0
5082350,682950,0
5082350,683150,0
5082350,683350,0
5082350,683550,0
5082350,683750,0
5082350,683950,0
5082350,684150,0
5082350,684350,0
5082350,684550,0
5082350,684750,0
5082350,684950,0
5082350,685150,0
5082350,685350,0
5082350,685550,0
5082350,685750,0
5082350,685950,0
5082350,686150,0
5082350,686350,0
5082350,686550,0
5082350,686750,0
5082350,686950,0
5082350,687150,0
5082350,687350,0
5082350,687550,0
5082350,687750,0
5082350,687950,0
5082350,688150,0
5082350,688350,0
5082350,688550,0
5082350,688750,0
5082350,688950,0
5082350,689150,0
5082350,689350,0
5082350,689550,0
5082350,689750,0
5082350,689950,0
5082550,671350,0
5082550,671550,0
5082550,671750,0
5082550,671950,0
5082550,672150,0
5082550,672350,0
5082550,672550,0
5082550,672750,0
5082550,672950,0
5082550,673150,1
5082550,673350,0
5082550,673550,0
5082550,673750,0
5082550,673950,0
5082550,674150,0
5082550,674350,0
5082550,674550,0
5082550,674750,0
5082550,674950,0
5082550,675150,0
5082550,675350,0
5082550,675550,0
5082550,675750,0
5082550,675950,0
5082550,676150,0
5082550,676350,0
5082550,676550,0
5082550,676750,0
5082550,676950,0
5082550,677150,0
5082550,677350,0
5082550,677550,0
5082550,677750,0
5082550,677950,0
5082550,678150,0
5082550,678350,0
5082550,678550,0
5082550,678750,0
5082550,678950,0
5082550,679150,0
5082550,679350,0
5082550,679550,0
5082550,679750,0
5082550,679950,0
5082550,680150,0
5082550,680350,0
5082550,680550,0
5082550,680750,0
5082550,680950,0
5082550,681150,0
5082550,681350,0
5082550,681550,0
5082550,681750,0
5082550,681950,0
5082550,682150,0
5082550,682350,0
5082550,682550,0
5082550,682750,0
5082550,682950,0
5082550,683150,0
5082550,683350,0
5082550,683550,0
5082550,683750,0
5082550,683950,0
5082550,684150,0
5082550,684350,0
5082550,684550,0
5082550,684750,0
5082550,684950,0
5082550,685150,0
5082550,685350,0
5082550,685550,0
5082550,685750,0
5082550,685950,0
5082550,686150,0
5082550,686350,0
5082550,686550,0
5082550,686750,0
5082550,686950,0
5082550,687150,0
5082550,687350,0
5082550,687550,0
5082550,687750,0
5082550,687950,0
5082550,688150,0
5082550,688350,0
5082550,688550,0
5082550,688750,0
5082550,688950,0
5082550,689150,0
5082550,689350,0
5082550,689550,0
5082550,689750,0
5082550,689950,0
5082750,671350,0
5082750,671550,0
5082750,671750,0
5082750,671950,0
5082750,672150,0
5082750,672350,0
5082750,672550,0
5082750,672750,0
5082750,672950,0
5082750,673150,0
5082750,673350,0
5082750,673550,0
5082750,673750,0
5082750,673950,0
5082750,674150,0
5082750,674350,0
5082750,674550,0
5082750,674750,0
5082750,674950,0
5082750,675150,0
5082750,675350,0
5082750,675550,0
5082750,675750,0
5082750,675950,0
5082750,676150,0
5082750,676350,0
5082750,676550,0
5082750,676750,0
5082750,676950,0
5082750,677150,0
5082750,677350,0
5082750,677550,0
5082750,677750,0
5082750,677950,0
5082750,678150,0
5082750,678350,0
5082750,678550,0
5082750,678750,0
5082750,678950,0
5082750,679150,0
5082750,679350,0
5082750,679550,0
5082750,679750,0
5082750,679950,0
5082750,680150,0
5082750,680350,0
5082750,680550,0
5082750,680750,0
5082750,680950,0
5082750,681150,0
5082750,681350,0
5082750,681550,0
5082750,681750,0
5082750,681950,0
5082750,682150,0
5082750,682350,0
5082750,682550,0
5082750,682750,0
5082750,682950,0
5082750,683150,0
5082750,683350,0
5082750,683550,0
5082750,683750,0
5082750,683950,0
5082750,684150,0
5082750,684350,0
5082750,684550,0
5082750,684750,0
5082750,684950,0
5082750,685150,0
5082750,685350,0
5082750,685550,0
5082750,685750,0
5082750,685950,0
5082750,686150,0
5082750,686350,0
5082750,686550,0
5082750,686750,0
5082750,686950,0
5082750,687150,0
5082750,687350,0
5082750,687550,0
5082750,687750,0
5082750,687950,0
5082750,688150,0
5082750,688350,0
5082750,688550,0
5082750,688750,0
5082750,688950,0
5082750,689150,0
5082750,689350,0
5082750,689550,0
5082750,689750,0
5082750,689950,0
5082950,671350,0
5082950,671550,0
5082950,671750,0
5082950,671950,0
5082950,672150,0
5082950,672350,0
5082950,672550,0
5082950,672750,0
5082950,672950,0
5082950,673150,0
5082950,673350,0
5082950,673550,0
5082950,673750,0
5082950,673950,0
5082950,674150,0
5082950,674350,0
5082950,674550,0
5082950,674750,0
5082950,674950,0
5082950,675150,0
5082950,675350,0
5082950,675550,0
5082950,675750,0
5082950,675950,0
5082950,676150,0
5082950,676350,0
5082950,676550,0
5082950,676750,0
5082950,676950,0
5082950,677150,0
5082950,677350,0
5082950,677550,0
5082950,677750,0
5082950,677950,0
5082950,678150,0
5082950,678350,0
5082950,678550,0
5082950,678750,0
5082950,678950,0
5082950,679150,0
5082950,679350,0
5082950,679550,0
5082950,679750,0
5082950,679950,0
5082950,680150,0
5082950,680350,0
5082950,680550,0
5082950,680750,0
5082950,680950,0
5082950,681150,0
5082950,681350,0
5082950,681550,0
5082950,681750,0
5082950,681950,0
5082950,682150,0
5082950,682350,0
5082950,682550,0
5082950,682750,0
5082950,682950,0
5082950,683150,0
5082950,683350,0
5082950,683550,0
5082950,683750,0
5082950,683950,0
5082950,684150,0
5082950,684350,0
5082950,684550,0
5082950,684750,0
5082950,684950,0
5082950,685150,0
5082950,685350,0
5082950,685550,0
5082950,685750,0
5082950,685950,0
5082950,686150,0
5082950,686350,0
5082950,686550,0
5082950,686750,0
5082950,686950,0
5082950,687150,0
5082950,687350,0
5082950,687550,0
5082950,687750,0
5082950,687950,0
5082950,688150,0
5082950,688350,0
5082950,688550,0
5082950,688750,0
5082950,688950,0
5082950,689150,0
5082950,689350,0
5082950,689550,0
5082950,689750,0
5082950,689950,0
5083150,671350,0
5083150,671550,0
5083150,671750,0
5083150,671950,0
5083150,672150,0
5083150,672350,0
5083150,672550,0
5083150,672750,0
5083150,672950,0
5083150,673150,0
5083150,673350,0
5083150,673550,0
5083150,673750,0
5083150,673950,0
5083150,674150,0
5083150,674350,0
5083150,674550,0
5083150,674750,0
5083150,674950,0
5083150,675150,0
5083150,675350,0
5083150,675550,0
5083150,675750,0
5083150,675950,0
5083150,676150,0
5083150,676350,0
5083150,676550,0
5083150,676750,0
5083150,676950,0
5083150,677150,0
5083150,677350,0
5083150,677550,0
5083150,677750,0
5083150,677950,0
5083150,678150,0
5083150,678350,0
5083150,678550,0
5083150,678750,0
5083150,678950,0
5083150,679150,0
5083150,679350,0
5083150,679550,0
5083150,679750,0
5083150,679950,0
5083150,680150,0
5083150,680350,0
5083150,680550,0
5083150,680750,0
5083150,680950,0
5083150,681150,0
5083150,681350,0
5083150,681550,0
5083150,681750,0
5083150,681950,0
5083150,682150,0
5083150,682350,0
5083150,682550,0
5083150,682750,0
5083150,682950,0
5083150,683150,0
5083150,683350,0
5083150,683550,0
5083150,683750,0
5083150,683950,0
5083150,684150,0
5083150,684350,0
5083150,684550,0
5083150,684750,0
5083150,684950,0
5083150,685150,0
5083150,685350,0
5083150,685550,0
5083150,685750,0
5083150,685950,0
5083150,686150,0
5083150,686350,0
5083150,686550,0
5083150,686750,0
5083150,686950,0
5083150,687150,0
5083150,687350,0
5083150,687550,0
5083150,687750,0
5083150,687950,0
5083150,688150,0
5083150,688350,0
5083150,688550,0
5083150,688750,0
5083150,688950,0
5083150,689150,0
5083150,689350,0
5083150,689550,0
5083150,689750,0
5083150,689950,0
5083350,671350,0
5083350,671550,0
5083350,671750,0
5083350,671950,0
5083350,672150,0
5083350,672350,0
5083350,672550,0
5083350,672750,0
5083350,672950,0
5083350,673150,0
5083350,673350,0
5083350,673550,0
5083350,673750,0
5083350,673950,0
5083350,674150,0
5083350,674350,0
5083350,674550,0
5083350,674750,0
5083350,674950,0
5083350,675150,0
5083350,675350,0
5083350,675550,0
5083350,675750,0
5083350,675950,0
5083350,676150,0
5083350,676350,0
5083350,676550,0
5083350,676750,0
5083350,676950,0
5083350,677150,0
5083350,677350,0
5083350,677550,0
5083350,677750,0
5083350,677950,0
5083350,678150,0
5083350,678350,0
5083350,678550,0
5083350,678750,0
5083350,678950,0
5083350,679150,0
5083350,679350,1
5083350,679550,0
5083350,679750,0
5083350,679950,0
5083350,680150,0
5083350,680350,0
5083350,680550,0
5083350,680750,0
5083350,680950,0
5083350,681150,0
5083350,681350,0
5083350,681550,0
5083350,681750,0
5083350,681950,0
5083350,682150,0
5083350,682350,0
5083350,682550,0
5083350,682750,0
5083350,682950,0
5083350,683150,0
5083350,683350,0
5083350,683550,0
5083350,683750,0
5083350,683950,0
5083350,684150,0
5083350,684350,0
5083350,684550,0
5083350,684750,0
5083350,684950,0
5083350,685150,0
5083350,685350,0
5083350,685550,0
5083350,685750,0
5083350,685950,0
5083350,686150,0
5083350,686350,0
5083350,686550,0
5083350,686750,0
5083350,686950,0
5083350,687150,0
5083350,687350,0
5083350,687550,0
5083350,687750,0
5083350,687950,0
5083350,688150,0
5083350,688350,0
5083350,688550,0
5083350,688750,0
5083350,688950,0
5083350,689150,0
5083350,689350,0
5083350,689550,0
5083350,689750,0
5083350,689950,0
5083550,671350,0
5083550,671550,0
5083550,671750,0
5083550,671950,0
5083550,672150,0
5083550,672350,0
5083550,672550,0
5083550,672750,0
5083550,672950,0
5083550,673150,0
5083550,673350,0
5083550,673550,0
5083550,673750,0
5083550,673950,0
5083550,674150,0
5083550,674350,0
5083550,674550,0
5083550,674750,0
5083550,674950,0
5083550,675150,0
5083550,675350,0
5083550,675550,0
5083550,675750,0
5083550,675950,0
5083550,676150,0
5083550,676350,0
5083550,676550,0
5083550,676750,0
5083550,676950,0
5083550,677150,0
5083550,677350,0
5083550,677550,0
5083550,677750,0
5083550,677950,0
5083550,678150,0
5083550,678350,0
5083550,678550,0
5083550,678750,0
5083550,678950,0
5083550,679150,0
5083550,679350,0
5083550,679550,0
5083550,679750,0
5083550,679950,0
5083550,680150,0
5083550,680350,0
5083550,680550,0
5083550,680750,0
5083550,680950,0
5083550,681150,0
5083550,681350,0
5083550,681550,0
5083550,681750,0
5083550,681950,0
5083550,682150,0
5083550,682350,0
5083550,682550,0
5083550,682750,0
5083550,682950,0
5083550,683150,0
5083550,683350,0
5083550,683550,0
5083550,683750,0
5083550,683950,0
5083550,684150,0
5083550,684350,0
5083550,684550,0
5083550,684750,0
5083550,684950,0
5083550,685150,0
5083550,685350,0
5083550,685550,0
5083550,685750,0
5083550,685950,0
5083550,686150,0
5083550,686350,0
5083550,686550,0
5083550,686750,0
5083550,686950,0
5083550,687150,0
5083550,687350,0
5083550,687550,0
5083550,687750,0
5083550,687950,0
5083550,688150,0
5083550,688350,0
5083550,688550,0
5083550,688750,0
5083550,688950,0
5083550,689150,0
5083550,689350,0
5083550,689550,0
5083550,689750,4
5083550,689950,0
5083750,671350,0
5083750,671550,0
5083750,671750,0
5083750,671950,0
5083750,672150,0
5083750,672350,0
5083750,672550,0
5083750,672750,0
5083750,672950,0
5083750,673150,0
5083750,673350,0
5083750,673550,0
5083750,673750,0
5083750,673950,0
5083750,674150,0
5083750,674350,1
5083750,674550,0
5083750,674750,0
5083750,674950,0
5083750,675150,0
5083750,675350,0
5083750,675550,0
5083750,675750,0
5083750,675950,0
5083750,676150,0
5083750,676350,0
5083750,676550,0
5083750,676750,0
5083750,676950,0
5083750,677150,0
5083750,677350,0
5083750,677550,0
5083750,677750,0
5083750,677950,0
5083750,678150,0
5083750,678350,0
5083750,678550,0
5083750,678750,0
5083750,678950,0
5083750,679150,0
5083750,679350,0
5083750,679550,0
5083750,679750,0
5083750,679950,0
5083750,680150,0
5083750,680350,0
5083750,680550,0
5083750,680750,0
5083750,680950,0
5083750,681150,0
5083750,681350,0
5083750,681550,0
5083750,681750,0
5083750,681950,0
5083750,682150,0
5083750,682350,0
5083750,682550,0
5083750,682750,0
5083750,682950,0
5083750,683150,0
5083750,683350,0
5083750,683550,0
5083750,683750,0
5083750,683950,0
5083750,684150,0
5083750,684350,0
5083750,684550,0
5083750,684750,0
5083750,684950,0
5083750,685150,0
5083750,685350,0
5083750,685550,0
5083750,685750,0
5083750,685950,0
5083750,686150,0
5083750,686350,0
5083750,686550,0
5083750,686750,0
5083750,686950,0
5083750,687150,0
5083750,687350,0
5083750,687550,0
5083750,687750,0
5083750,687950,0
5083750,688150,0
5083750,688350,0
5083750,688550,0
5083750,688750,0
5083750,688950,0
5083750,689150,0
5083750,689350,0
5083750,689550,0
5083750,689750,0
5083750,689950,0
5083950,671350,0
5083950,671550,0
5083950,671750,0
5083950,671950,0
5083950,672150,0
5083950,672350,0
5083950,672550,0
5083950,672750,0
5083950,672950,0
5083950,673150,0
5083950,673350,0
5083950,673550,0
5083950,673750,0
5083950,673950,1
5083950,674150,1
5083950,674350,0
5083950,674550,0
5083950,674750,0
5083950,674950,0
5083950,675150,0
5083950,675350,0
5083950,675550,0
5083950,675750,0
5083950,675950,0
5083950,676150,0
5083950,676350,0
5083950,676550,0
5083950,676750,0
5083950,676950,0
5083950,677150,0
5083950,677350,0
5083950,677550,0
5083950,677750,0
5083950,677950,0
5083950,678150,0
5083950,678350,0
5083950,678550,0
5083950,678750,0
5083950,678950,0
5083950,679150,0
5083950,679350,0
5083950,679550,0
5083950,679750,0
5083950,679950,0
5083950,680150,0
5083950,680350,0
5083950,680550,0
5083950,680750,0
5083950,680950,0
5083950,681150,0
5083950,681350,0
5083950,681550,0
5083950,681750,0
5083950,681950,0
5083950,682150,0
5083950,682350,0
5083950,682550,0
5083950,682750,0
5083950,682950,0
5083950,683150,0
5083950,683350,0
5083950,683550,0
5083950,683750,0
5083950,683950,0
5083950,684150,0
5083950,684350,0
5083950,684550,0
5083950,684750,0
5083950,684950,0
5083950,685150,0
5083950,685350,0
5083950,685550,0
5083950,685750,0
5083950,685950,0
5083950,686150,0
5083950,686350,0
5083950,686550,0
5083950,686750,0
5083950,686950,0
5083950,687150,0
5083950,687350,0
5083950,687550,0
5083950,687750,0
5083950,687950,0
5083950,688150,0
5083950,688350,0
5083950,688550,0
5083950,688750,0
5083950,688950,0
5083950,689150,0
5083950,689350,0
5083950,689550,0
5083950,689750,0
5083950,689950,0
5084150,671350,0
5084150,671550,0
5084150,671750,0
5084150,671950,0
5084150,672150,0
5084150,672350,0
5084150,672550,0
5084150,672750,0
5084150,672950,0
5084150,673150,0
5084150,673350,0
5084150,673550,0
5084150,673750,0
5084150,673950,0
5084150,674150,0
5084150,674350,0
5084150,674550,0
5084150,674750,0
5084150,674950,0
5084150,675150,0
5084150,675350,0
5084150,675550,0
5084150,675750,0
5084150,675950,0
5084150,676150,0
5084150,676350,0
5084150,676550,0
5084150,676750,0
5084150,676950,0
5084150,677150,0
5084150,677350,0
5084150,677550,0
5084150,677750,0
5084150,677950,0
5084150,678150,0
5084150,678350,0
5084150,678550,0
5084150,678750,0
5084150,678950,0
5084150,679150,0
5084150,679350,0
5084150,679550,0
5084150,679750,0
5084150,679950,0
5084150,680150,0
5084150,680350,0
5084150,680550,0
5084150,680750,0
5084150,680950,0
5084150,681150,0
5084150,681350,0
5084150,681550,0
5084150,681750,0
5084150,681950,0
5084150,682150,0
5084150,682350,0
5084150,682550,0
5084150,682750,0
5084150,682950,0
5084150,683150,0
5084150,683350,0
5084150,683550,0
5084150,683750,0
5084150,683950,0
5084150,684150,0
5084150,684350,0
5084150,684550,0
5084150,684750,0
5084150,684950,0
5084150,685150,0
5084150,685350,0
5084150,685550,0
5084150,685750,0
5084150,685950,0
5084150,686150,0
5084150,686350,0
5084150,686550,0
5084150,686750,0
5084150,686950,0
5084150,687150,0
5084150,687350,0
5084150,687550,0
5084150,687750,0
5084150,687950,0
5084150,688150,0
5084150,688350,0
5084150,688550,0
5084150,688750,0
5084150,688950,0
5084150,689150,0
5084150,689350,0
5084150,689550,0
5084150,689750,0
5084150,689950,0
5084350,671350,0
5084350,671550,0
5084350,671750,0
5084350,671950,0
5084350,672150,0
5084350,672350,0
5084350,672550,0
5084350,672750,0
5084350,672950,0
5084350,673150,0
5084350,673350,0
5084350,673550,0
5084350,673750,0
5084350,673950,0
5084350,674150,0
5084350,674350,0
5084350,674550,0
5084350,674750,0
5084350,674950,0
5084350,675150,0
5084350,675350,0
5084350,675550,0
5084350,675750,0
5084350,675950,0
5084350,676150,0
5084350,676350,0
5084350,676550,0
5084350,676750,0
5084350,676950,0
5084350,677150,0
5084350,677350,0
5084350,677550,0
5084350,677750,0
5084350,677950,0
5084350,678150,0
5084350,678350,0
5084350,678550,0
5084350,678750,0
5084350,678950,0
5084350,679150,0
5084350,679350,0
5084350,679550,0
5084350,679750,0
5084350,679950,0
5084350,680150,0
5084350,680350,0
5084350,680550,0
5084350,680750,0
